OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_Sector_6M,Transaction_Count,Min_Transaction_Value,Avg_Transaction_Value,Total_Transaction_Value,Avg_Days_Between_Transactions,Number_of_Companies,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,0
1010270,JOHNSON JENNIFER M,-0.37,-0.24,-0.16,0.02,0.11,0.19,-0.04,0.22,0.25,-0.39,-0.35,-0.35,-0.33,-0.45999999999999996,-0.41000000000000003,0.0,0.0,0.0,1.0,7507.5,7507.5,7507.5,0.0,1.0,2015.0,2015.0,1.0,BEN,Financials,Large Cap,
1012336,KEYSER RICHARD L,0.0038588530604363805,0.31381733925468236,0.6439833944776985,0.10398339447769842,0.1719501834330952,0.05377582544892837,0.18402490828345242,0.2939833944776984,0.09560146746476154,-0.10012454141726204,0.14186715582158715,0.5902075690287701,-0.18016605522301604,0.01983394477698397,0.548381927012937,0.5,1.0,0.0,2.0,61890.0,155370.0,310740.0,2716.0,1.0,2016.0,2023.0,2.0,ZBRA,Information Technology,Large Cap,
1013082,KRONE ROGER A,-0.22,0.01,0.11,0.09,0.18,0.23,0.09,0.21,0.23,-0.31,-0.16999999999999998,-0.12000000000000001,-0.31,-0.19999999999999998,-0.12000000000000001,0.0,0.0,0.0,1.0,232500.0,232500.0,232500.0,0.0,1.0,2016.0,2016.0,1.0,LDOS,Industrials,Large Cap,
1013182,GUTHRIE ROY A,-0.14,0.06,-0.03,-0.05,0.08,0.17,-0.08,0.01,0.07,-0.09000000000000001,-0.020000000000000004,-0.2,-0.06000000000000001,0.049999999999999996,-0.1,0.0,0.0,0.0,1.0,295300.0,295300.0,295300.0,0.0,1.0,2018.0,2018.0,1.0,SYF,Financials,Large Cap,
1013283,BERGSTROM STEPHEN W,-0.14423724791402698,-0.08816841186366699,-0.05338713710002074,0.15621401723020073,0.23766489675016209,0.2941897864658595,0.05250638822617075,0.13109352024103635,0.020923760811251746,-0.3004512651442277,-0.3258333086138291,-0.34757692356588027,-0.19674363614019774,-0.21926193210470335,-0.07431089791127249,0.0,0.0,0.5,4.0,199955.0,294976.25,1179905.0,697.0,1.0,2017.0,2023.0,4.0,WMB,Energy,Large Cap,
1013947,MCGARVIE BLYTHE J,0.1,-0.04,0.07,0.09,0.18,0.23,0.06,0.13,0.18,0.010000000000000009,-0.22,-0.16,0.04000000000000001,-0.17,-0.10999999999999999,1.0,0.0,1.0,1.0,90930.0,90930.0,90930.0,0.0,1.0,2016.0,2016.0,1.0,LKQ,Consumer Discretionary,Large Cap,
1015014,RALES MITCHELL P,8.751375866169335,10.500528987303007,12.46632925638288,0.18012285232761424,0.3497567702497743,0.4042676298837088,0.07380078175506763,0.20073749840282826,0.25539324748400466,8.571253013841721,10.150772217053232,12.06206162649917,8.677575084414267,10.299791488900178,12.210936008898875,1.0,1.0,1.0,17.0,24789.0,1868675.4088235293,31767481.95,86.0,1.0,2018.0,2022.0,5.0,DHR,Health Care,Large Cap,
1015827,LANNIE P ANTHONY,0.59,1.85,2.62,0.26,0.53,0.63,-0.08,0.53,0.73,0.32999999999999996,1.32,1.9900000000000002,0.6699999999999999,1.32,1.8900000000000001,1.0,1.0,1.0,1.0,187439.98,187439.98,187439.98,0.0,1.0,2020.0,2020.0,1.0,APA,Energy,Mid Cap,
1015844,HOLIDAY EDITH E,-0.0715934797203179,-0.0300676585194236,-0.011843193224895007,0.06332654087606523,0.11667513332896197,0.22666000623749546,-0.04829133097968288,-0.025051631750782434,-0.07678202083536509,-0.13492002059638314,-0.14674279184838557,-0.23850319946239046,-0.023302148740635027,-0.005016026768641164,0.06493882761047008,0.3333333333333333,0.3333333333333333,0.5,6.0,25009.16,25036.75833333333,150220.55,366.0,1.0,2015.0,2020.0,6.0,HES,Energy,Large Cap,
1015884,JOYCE RENE R,-0.3,-0.29,-0.38,0.07,0.13,0.13,0.03,0.14,-0.03,-0.37,-0.42,-0.51,-0.32999999999999996,-0.43,-0.35,0.0,0.0,0.0,1.0,513800.0,513800.0,513800.0,0.0,1.0,2017.0,2017.0,1.0,APA,Energy,Mid Cap,
1016369,SCHAEFFER LEONARD D,-0.44,-0.42,-0.4,-0.1,0.04,0.1,-0.03,0.08,0.05,-0.33999999999999997,-0.45999999999999996,-0.5,-0.41000000000000003,-0.5,-0.45,0.0,0.0,0.0,1.0,144375.0,144375.0,144375.0,0.0,1.0,2015.0,2015.0,1.0,WBA,Consumer Staples,Mid Cap,
1016648,KASSLING WILLIAM E,0.27498122429516597,0.194868570066162,0.49983310484592003,0.18496870715861,0.25491446623353403,0.454918638612386,0.26493532812779397,0.309816415330512,0.489870656255588,0.09001251713655598,-0.06004589616737202,0.04491446623353401,0.010045896167372004,-0.11494784526435001,0.009962448590332018,1.0,0.5,0.5,2.0,503100.0,503310.0,1006620.0,356.0,1.0,2019.0,2020.0,2.0,WAB,Industrials,Large Cap,
1016844,TAUREL SIDNEY,3.248203673010212,3.038274396822824,3.323408762425028,0.16913719841141192,0.23606789100340417,0.1544130116388394,0.18275813227427462,0.28913719841141194,0.26196605449829796,3.0790664745988003,2.8022065058194197,3.1689957507861886,3.0654455407359373,2.749137198411412,3.06144270792673,1.0,1.0,1.0,4.0,57510.0,262400.305,1049601.22,242.0,1.0,2018.0,2020.0,2.0,IBM,Information Technology,Mega Cap,
1017081,SPILMAN ROBERT H JR,-0.32,-0.35,-0.28,-0.07,-0.09,0.04,-0.02,0.02,0.09,-0.25,-0.26,-0.32,-0.3,-0.37,-0.37,0.0,0.0,0.0,1.0,36900.0,36900.0,36900.0,0.0,1.0,2015.0,2015.0,1.0,D,Utilities,Large Cap,
1017427,FLORNESS DANIEL L,2.4707096022147748e+16,2.65843508669678e+16,2.4888765845840012e+16,0.0009208800815969677,0.11880518723590268,0.21916508815386856,0.0606425761328865,0.11669386565641847,0.18906892029724615,2.4707096022147748e+16,2.65843508669678e+16,2.4888765845840012e+16,2.4707096022147748e+16,2.65843508669678e+16,2.4888765845840012e+16,1.0,0.3333333333333333,0.3333333333333333,3.0,47250.0,114383.33333333333,343150.0,717.0,1.0,2018.0,2022.0,2.0,FAST,Industrials,Large Cap,
1017973,EDWARDSON JOHN A,0.0024928494691166675,0.7605467888884239,0.847962970714216,0.03962524242043726,0.2036875810974844,0.42282226221868763,-0.04934159306851952,0.15908040684776695,0.3635332691529586,-0.03713239295132059,0.5568592077909394,0.4251407084955284,0.05183444253763619,0.6014663820406569,0.4844297015612574,0.25,1.0,0.25,4.0,560200.0,895912.5,3583650.0,47.0,1.0,2019.0,2020.0,2.0,FDX,Industrials,Large Cap,
1018062,EVANS BRUCE R,-0.04109878465887311,0.04764539642843465,0.1138078450595317,0.0785106935272759,0.12000484409193156,0.1671443124560044,0.14281612133807212,0.2537167000178995,0.3592123249318141,-0.119609478186149,-0.07235944766349692,-0.05333646739647269,-0.1839149059969452,-0.20607130358946482,-0.2454044798722824,0.1,0.4,0.1,10.0,156.76,706761.979,7067619.79,266.0,1.0,2015.0,2022.0,6.0,ADI,Information Technology,Large Cap,
1018196,VAGT ROBERT F,0.06,-0.02,-0.04,-0.12,-0.16,-0.09,0.57,0.49,0.45,0.18,0.14,0.049999999999999996,-0.51,-0.51,-0.49,1.0,1.0,0.0,1.0,98040.0,98040.0,98040.0,0.0,1.0,2021.0,2021.0,1.0,KMI,Energy,Large Cap,
1018198,WALKER R A,0.275221052631579,0.2978105263157895,0.465609022556391,0.05491127819548873,0.08968721804511279,0.15959699248120301,0.23525714285714286,0.28536240601503765,0.4555789473684211,0.22030977443609023,0.20812330827067674,0.30601203007518796,0.03996390977443612,0.012448120300751875,0.010030075187969889,0.3333333333333333,0.3333333333333333,1.0,6.0,123600.0,415625.0,2493750.0,112.0,1.0,2021.0,2023.0,2.0,COP,Energy,Large Cap,
1018211,GOULD PAUL A,-0.29,-0.25,-0.48,-0.07,0.01,0.0,-0.16,0.0,0.08,-0.21999999999999997,-0.26,-0.48,-0.12999999999999998,-0.25,-0.5599999999999999,0.0,0.0,0.0,1.0,91250.0,91250.0,91250.0,0.0,1.0,2022.0,2022.0,1.0,WBD,Communication Services,Large Cap,
1018394,SPOON ALAN G,174.32277248707297,226.05733441316684,240.39735685266032,0.03351081412655953,0.15306396020198276,0.2578196037291391,0.0992834461906789,0.23895950433239505,0.2788233464662713,174.2892616729464,225.90427045296485,240.1395372489312,174.2234890408823,225.81837490883444,240.11853350619404,1.0,1.0,1.0,5.0,90000.0,732458.6,3662293.0,589.0,2.0,2015.0,2022.0,4.0,FTV,Industrials,Large Cap,
